Here is surprise
打眼  ,  1  ,  {'surprise': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
哪儿  ,  1  ,  {'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
震撼人心  ,  2  ,  {'love': 0.6, 'surprise': 0.4, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
超高  ,  2  ,  {'joy': 0.4, 'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
如许  ,  1  ,  {'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
迎面  ,  2  ,  {'joy': 0.4, 'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
无缘无故  ,  1  ,  {'anger': 0.5, 'hate': 0.5, 'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0}
人不可貌相  ,  1  ,  {'love': 0.8, 'surprise': 0.4, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
咄咄怪事  ,  1  ,  {'anger': 0.7, 'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'hate': 0.0}
石破天惊  ,  2  ,  {'surprise': 0.4, 'love': 0.25, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
划清  ,  1  ,  {'hate': 0.6, 'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0}
成千上万  ,  2  ,  {'surprise': 0.4, 'joy': 0.15, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
一眨眼  ,  2  ,  {'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
烂醉  ,  1  ,  {'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
难以想象  ,  1  ,  {'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
怪物  ,  3  ,  {'surprise': 0.4, 'hate': 0.33, 'anxiety': 0.23, 'sorrow': 0.17, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0}
最少  ,  1  ,  {'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
吓一跳  ,  2  ,  {'anxiety': 0.55, 'surprise': 0.4, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
忽然之间  ,  1  ,  {'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
超常规  ,  1  ,  {'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
佚事  ,  1  ,  {'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
极点  ,  1  ,  {'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
不胜枚举  ,  1  ,  {'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
谁知  ,  4  ,  {'surprise': 0.38, 'sorrow': 0.13, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
不期而至  ,  5  ,  {'surprise': 0.38, 'joy': 0.14, 'anxiety': 0.12, 'anger': 0.1, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'hate': 0.0}
猛然  ,  6  ,  {'surprise': 0.38, 'anxiety': 0.15, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
恍若隔世  ,  3  ,  {'surprise': 0.37, 'love': 0.23, 'anxiety': 0.2, 'sorrow': 0.13, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
惊喜  ,  48  ,  {'joy': 0.41, 'love': 0.37, 'surprise': 0.36, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
无意中  ,  5  ,  {'surprise': 0.36, 'love': 0.08, 'joy': 0.04, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
绝活儿  ,  4  ,  {'love': 0.72, 'surprise': 0.35, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
为啥  ,  2  ,  {'surprise': 0.35, 'anxiety': 0.25, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
横空出世  ,  2  ,  {'love': 0.65, 'surprise': 0.35, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
香醇  ,  2  ,  {'love': 0.6, 'surprise': 0.35, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
从天而降  ,  2  ,  {'expect': 0.4, 'joy': 0.35, 'surprise': 0.35, 'love': 0.3, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'hate': 0.0}
例外  ,  2  ,  {'surprise': 0.35, 'anxiety': 0.15, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
因祸得福  ,  2  ,  {'surprise': 0.35, 'joy': 0.25, 'love': 0.2, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
闪电  ,  2  ,  {'surprise': 0.35, 'hate': 0.25, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0}
奇怪  ,  50  ,  {'surprise': 0.34, 'anxiety': 0.22, 'hate': 0.14, 'anger': 0.05, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0}
真有  ,  3  ,  {'surprise': 0.33, 'anxiety': 0.07, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
空前  ,  3  ,  {'love': 0.5, 'surprise': 0.33, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
惊心动魄  ,  3  ,  {'surprise': 0.33, 'love': 0.27, 'sorrow': 0.27, 'anxiety': 0.23, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
原来  ,  13  ,  {'surprise': 0.32, 'joy': 0.09, 'love': 0.04, 'anger': 0.04, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'hate': 0.0}
反倒  ,  7  ,  {'surprise': 0.32, 'anger': 0.09, 'anxiety': 0.06, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'hate': 0.0}
不料  ,  4  ,  {'surprise': 0.32, 'anxiety': 0.3, 'sorrow': 0.17, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
过人  ,  1  ,  {'love': 0.4, 'surprise': 0.3, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
刚巧  ,  1  ,  {'joy': 0.3, 'surprise': 0.3, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
转眼间  ,  3  ,  {'surprise': 0.3, 'joy': 0.17, 'expect': 0.17, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'hate': 0.0}
大动干戈  ,  1  ,  {'surprise': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
风暴  ,  4  ,  {'anxiety': 0.52, 'surprise': 0.3, 'expect': 0.2, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'hate': 0.0}
传开  ,  1  ,  {'surprise': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
动静  ,  1  ,  {'surprise': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
鬼使神差  ,  2  ,  {'anxiety': 0.65, 'surprise': 0.3, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
无意间  ,  3  ,  {'surprise': 0.3, 'anxiety': 0.17, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
少见  ,  3  ,  {'surprise': 0.3, 'anxiety': 0.23, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
何其  ,  1  ,  {'surprise': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
一晃  ,  1  ,  {'surprise': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
异常  ,  6  ,  {'surprise': 0.3, 'anxiety': 0.25, 'hate': 0.08, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0}
大跌  ,  2  ,  {'anxiety': 0.4, 'surprise': 0.3, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
巨型  ,  1  ,  {'surprise': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}

Here is sorrow
远在天边  ,  1  ,  {'sorrow': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
人心  ,  1  ,  {'sorrow': 1.0, 'hate': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
救命  ,  2  ,  {'sorrow': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
伤心欲  ,  1  ,  {'sorrow': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
惨剧  ,  7  ,  {'sorrow': 0.94, 'hate': 0.2, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
泣不成声  ,  4  ,  {'sorrow': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
弃妇  ,  1  ,  {'sorrow': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
受虐  ,  1  ,  {'sorrow': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
劳而无获  ,  1  ,  {'sorrow': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
痛不欲生  ,  2  ,  {'sorrow': 0.9, 'anxiety': 0.3, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
损耗  ,  1  ,  {'sorrow': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
扩散  ,  1  ,  {'sorrow': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
树欲静而风不止，子欲孝而亲不待  ,  1  ,  {'anxiety': 0.9, 'sorrow': 0.9, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
郁抑  ,  1  ,  {'sorrow': 0.9, 'anxiety': 0.8, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
泣血  ,  1  ,  {'sorrow': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
死亡线  ,  1  ,  {'anxiety': 0.9, 'sorrow': 0.9, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
身陷囹圄  ,  1  ,  {'sorrow': 0.9, 'anxiety': 0.3, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
嗥叫  ,  1  ,  {'sorrow': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
倒下去  ,  1  ,  {'sorrow': 0.9, 'anxiety': 0.6, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
体无完肤  ,  2  ,  {'sorrow': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
无期限  ,  1  ,  {'sorrow': 0.9, 'anxiety': 0.7, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
分隔  ,  1  ,  {'sorrow': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
后事  ,  1  ,  {'sorrow': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
血肉  ,  1  ,  {'anxiety': 0.9, 'sorrow': 0.9, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
心力  ,  1  ,  {'anxiety': 0.9, 'sorrow': 0.9, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
凄恻  ,  1  ,  {'sorrow': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
哭腔  ,  1  ,  {'sorrow': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
痛哭  ,  6  ,  {'sorrow': 0.87, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
伤心欲绝  ,  3  ,  {'sorrow': 0.87, 'anxiety': 0.17, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
悲痛欲绝  ,  3  ,  {'sorrow': 0.87, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
奴隶  ,  3  ,  {'sorrow': 0.87, 'hate': 0.33, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
泪如雨下  ,  4  ,  {'sorrow': 0.85, 'anxiety': 0.37, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
临终时  ,  2  ,  {'sorrow': 0.85, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
痛心  ,  7  ,  {'sorrow': 0.83, 'anxiety': 0.11, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
倾家荡产  ,  3  ,  {'anxiety': 0.87, 'sorrow': 0.83, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
悲痛  ,  18  ,  {'sorrow': 0.8, 'anxiety': 0.07, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
辛酸泪  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
震垮  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
祸不单行  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
悲切  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
痛失  ,  3  ,  {'sorrow': 0.8, 'anxiety': 0.23, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
互不相让  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
于心不忍  ,  2  ,  {'sorrow': 0.8, 'anxiety': 0.15, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
孤寂感  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
孤孤单单  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
伤逝  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
单方面  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
别无所求  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
好差  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
绞痛  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.6, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
抛下  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
哀悼  ,  2  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
哭肿  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
中伤  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
忌日  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
愁眉苦脸  ,  3  ,  {'sorrow': 0.8, 'anxiety': 0.27, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
悲鸣  ,  1  ,  {'sorrow': 0.8, 'anger': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
凄苦  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.5, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
无依无靠  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.5, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
人财两空  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.5, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
黯然神伤  ,  3  ,  {'sorrow': 0.8, 'anxiety': 0.4, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
永别  ,  3  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
顿足  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
阮囊  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
之苦  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
智残  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
捂住  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
感喟  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
世事  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
指责声  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
接踵而来  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
貌合神离  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
哭诉  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
摔跟头  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
落败  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
空无一物  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
刺痛感  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.6, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
一触  ,  2  ,  {'sorrow': 0.8, 'hate': 0.15, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
独独  ,  1  ,  {'sorrow': 0.8, 'hate': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
世态  ,  1  ,  {'sorrow': 0.8, 'hate': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
薄命  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
受骗  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.5, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
惨象  ,  1  ,  {'sorrow': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
