蹑手蹑脚  ,  3  ,  {'anxiety': 0.53, 'love': 0.17, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
谢谢  ,  28  ,  {'love': 0.5, 'joy': 0.46, 'expect': 0.02, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
呵呵  ,  101  ,  {'joy': 0.41, 'sorrow': 0.04, 'love': 0.03, 'hate': 0.01, 'anxiety': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
僵持  ,  3  ,  {'anxiety': 0.4, 'hate': 0.27, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
道谢  ,  6  ,  {'love': 0.52, 'joy': 0.48, 'anxiety': 0.1, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
一笑  ,  19  ,  {'joy': 0.4, 'love': 0.2, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
静静  ,  32  ,  {'love': 0.26, 'joy': 0.17, 'sorrow': 0.09, 'anxiety': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
注视  ,  1  ,  {'love': 0.2, 'surprise': 0.2, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
惊讶  ,  23  ,  {'surprise': 0.71, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
不解  ,  10  ,  {'anxiety': 0.43, 'surprise': 0.13, 'anger': 0.06, 'hate': 0.04, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0}
不屑  ,  14  ,  {'hate': 0.45, 'anger': 0.17, 'anxiety': 0.07, 'sorrow': 0.05, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0}
有权  ,  7  ,  {'joy': 0.29, 'expect': 0.11, 'love': 0.07, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
要求  ,  70  ,  {'expect': 0.53, 'love': 0.03, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
明明  ,  6  ,  {'anger': 0.17, 'surprise': 0.13, 'anxiety': 0.07, 'hate': 0.07, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0}
需要  ,  267  ,  {'expect': 0.47, 'love': 0.13, 'anxiety': 0.07, 'sorrow': 0.01, 'joy': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
正常  ,  36  ,  {'love': 0.3, 'joy': 0.14, 'hate': 0.04, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
解决  ,  55  ,  {'joy': 0.34, 'love': 0.18, 'expect': 0.17, 'anxiety': 0.01, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
热情  ,  83  ,  {'love': 0.49, 'joy': 0.25, 'expect': 0.01, 'hate': 0.01, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0}
提醒  ,  32  ,  {'expect': 0.25, 'love': 0.19, 'joy': 0.1, 'anxiety': 0.05, 'surprise': 0.03, 'sorrow': 0.0, 'anger': 0.0, 'hate': 0.0}
行了  ,  6  ,  {'joy': 0.32, 'expect': 0.07, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
商量  ,  13  ,  {'expect': 0.33, 'joy': 0.06, 'love': 0.05, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
准备  ,  34  ,  {'expect': 0.36, 'anxiety': 0.07, 'love': 0.07, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
主动  ,  25  ,  {'love': 0.31, 'expect': 0.2, 'joy': 0.13, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
热心  ,  6  ,  {'love': 0.73, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
冷漠  ,  42  ,  {'hate': 0.4, 'sorrow': 0.21, 'anxiety': 0.18, 'anger': 0.15, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0}
什么  ,  72  ,  {'anxiety': 0.25, 'expect': 0.14, 'anger': 0.1, 'surprise': 0.1, 'hate': 0.05, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0}
也许  ,  23  ,  {'anxiety': 0.22, 'expect': 0.18, 'joy': 0.04, 'sorrow': 0.04, 'love': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
问题  ,  72  ,  {'anxiety': 0.4, 'hate': 0.1, 'anger': 0.07, 'love': 0.06, 'surprise': 0.04, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0}
白白  ,  4  ,  {'hate': 0.23, 'anxiety': 0.15, 'sorrow': 0.13, 'anger': 0.13, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0}
显摆  ,  6  ,  {'hate': 0.43, 'joy': 0.18, 'anger': 0.1, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
知道  ,  50  ,  {'joy': 0.21, 'expect': 0.16, 'love': 0.1, 'anxiety': 0.04, 'anger': 0.01, 'sorrow': 0.0, 'surprise': 0.0, 'hate': 0.0}
感激  ,  28  ,  {'love': 0.57, 'joy': 0.32, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
简单  ,  177  ,  {'love': 0.47, 'joy': 0.31, 'anxiety': 0.03, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
帅哥  ,  5  ,  {'love': 0.46, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
安心  ,  11  ,  {'joy': 0.45, 'love': 0.21, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
奈何  ,  2  ,  {'anxiety': 0.55, 'hate': 0.2, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
无奈  ,  176  ,  {'anxiety': 0.42, 'sorrow': 0.31, 'hate': 0.09, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
身怀六甲  ,  1  ,  {'joy': 0.3, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
赶紧  ,  19  ,  {'anxiety': 0.25, 'expect': 0.24, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
感动  ,  193  ,  {'joy': 0.43, 'love': 0.42, 'sorrow': 0.08, 'anxiety': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
让座  ,  2  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
老大爷  ,  1  ,  {'love': 0.3, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
笑了  ,  13  ,  {'joy': 0.66, 'love': 0.15, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
开心  ,  211  ,  {'joy': 0.7, 'love': 0.09, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
缓和  ,  3  ,  {'love': 0.23, 'joy': 0.13, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
关爱  ,  54  ,  {'love': 0.67, 'joy': 0.11, 'expect': 0.07, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
小小的  ,  11  ,  {'love': 0.39, 'sorrow': 0.07, 'anxiety': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
一定  ,  28  ,  {'expect': 0.47, 'love': 0.09, 'joy': 0.07, 'anxiety': 0.03, 'anger': 0.03, 'hate': 0.02, 'sorrow': 0.0, 'surprise': 0.0}
继续  ,  30  ,  {'expect': 0.31, 'joy': 0.09, 'love': 0.07, 'anxiety': 0.05, 'surprise': 0.04, 'sorrow': 0.0, 'anger': 0.0, 'hate': 0.0}
传递  ,  6  ,  {'expect': 0.53, 'joy': 0.12, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
快乐  ,  602  ,  {'joy': 0.65, 'love': 0.04, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
经典  ,  32  ,  {'love': 0.65, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
关注  ,  82  ,  {'love': 0.33, 'expect': 0.29, 'anxiety': 0.08, 'joy': 0.05, 'surprise': 0.01, 'sorrow': 0.0, 'anger': 0.0, 'hate': 0.0}
剑拔弩张  ,  2  ,  {'anxiety': 0.35, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
精彩纷呈  ,  3  ,  {'love': 0.73, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
精灵  ,  11  ,  {'love': 0.66, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
神品  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
骷髅  ,  3  ,  {'anxiety': 0.23, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
阴霾  ,  13  ,  {'anxiety': 0.4, 'sorrow': 0.25, 'hate': 0.18, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
劣势  ,  4  ,  {'anxiety': 0.62, 'sorrow': 0.15, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
连败  ,  1  ,  {'sorrow': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
怀疑  ,  72  ,  {'anxiety': 0.6, 'hate': 0.1, 'sorrow': 0.09, 'anger': 0.08, 'surprise': 0.02, 'love': 0.0, 'joy': 0.0, 'expect': 0.0}
韬光养晦  ,  3  ,  {'expect': 0.5, 'joy': 0.1, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
爆发  ,  19  ,  {'anxiety': 0.23, 'anger': 0.19, 'surprise': 0.07, 'hate': 0.07, 'expect': 0.05, 'love': 0.04, 'joy': 0.03, 'sorrow': 0.0}
力不从心  ,  4  ,  {'sorrow': 0.38, 'anxiety': 0.3, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
尴尬  ,  42  ,  {'anxiety': 0.56, 'sorrow': 0.13, 'hate': 0.13, 'anger': 0.04, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0}
奇怪  ,  50  ,  {'surprise': 0.34, 'anxiety': 0.22, 'hate': 0.14, 'anger': 0.05, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0}
阴阳怪气  ,  2  ,  {'hate': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
恐怖  ,  28  ,  {'anxiety': 0.66, 'hate': 0.25, 'sorrow': 0.08, 'surprise': 0.03, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0}
颤栗  ,  3  ,  {'anxiety': 0.5, 'sorrow': 0.2, 'love': 0.1, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
驾驭  ,  1  ,  {'love': 0.2, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
狂欢  ,  15  ,  {'joy': 0.74, 'love': 0.23, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
墓地  ,  3  ,  {'sorrow': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
天才  ,  15  ,  {'love': 0.55, 'joy': 0.05, 'hate': 0.05, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
天衣无缝  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
水银  ,  1  ,  {'love': 0.7, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
饱满  ,  11  ,  {'love': 0.59, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
毫不费力  ,  2  ,  {'joy': 0.35, 'love': 0.3, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
震撼  ,  31  ,  {'surprise': 0.42, 'love': 0.38, 'anxiety': 0.08, 'joy': 0.03, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
死亡  ,  74  ,  {'sorrow': 0.55, 'anxiety': 0.26, 'hate': 0.08, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
优良  ,  3  ,  {'love': 0.73, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
优美  ,  33  ,  {'love': 0.7, 'joy': 0.03, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
典雅  ,  8  ,  {'love': 0.69, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
打破  ,  18  ,  {'anxiety': 0.2, 'sorrow': 0.17, 'love': 0.11, 'joy': 0.11, 'hate': 0.07, 'surprise': 0.06, 'expect': 0.0, 'anger': 0.0}
扎实  ,  5  ,  {'love': 0.5, 'joy': 0.1, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
唯美  ,  18  ,  {'love': 0.73, 'sorrow': 0.05, 'anxiety': 0.03, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
艺术  ,  17  ,  {'love': 0.49, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
独一无二  ,  4  ,  {'love': 0.83, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
增强  ,  4  ,  {'joy': 0.32, 'love': 0.28, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
著名  ,  32  ,  {'love': 0.56, 'joy': 0.02, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
球星  ,  1  ,  {'love': 0.4, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
尚佳  ,  1  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
春风得意  ,  1  ,  {'joy': 0.3, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
卫冕  ,  2  ,  {'love': 0.45, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
冠军  ,  13  ,  {'love': 0.63, 'joy': 0.18, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
擅长  ,  8  ,  {'love': 0.46, 'joy': 0.15, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
破绽  ,  1  ,  {'hate': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
新低  ,  1  ,  {'hate': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
逆转  ,  4  ,  {'surprise': 0.15, 'sorrow': 0.13, 'love': 0.08, 'joy': 0.08, 'anxiety': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
好戏  ,  2  ,  {'love': 0.55, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
悬念  ,  6  ,  {'expect': 0.25, 'anxiety': 0.15, 'love': 0.1, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
夺冠  ,  12  ,  {'joy': 0.57, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
突破  ,  18  ,  {'joy': 0.27, 'expect': 0.21, 'love': 0.2, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
照亮  ,  6  ,  {'love': 0.42, 'joy': 0.17, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
神圣  ,  23  ,  {'love': 0.67, 'joy': 0.07, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
偷盗  ,  2  ,  {'anxiety': 0.25, 'hate': 0.1, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
自满  ,  1  ,  {'hate': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
冒犯  ,  8  ,  {'hate': 0.44, 'anxiety': 0.16, 'anger': 0.15, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
梦想  ,  177  ,  {'expect': 0.42, 'love': 0.31, 'joy': 0.02, 'sorrow': 0.01, 'anxiety': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
勇敢  ,  40  ,  {'love': 0.51, 'joy': 0.16, 'expect': 0.02, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
无私  ,  29  ,  {'love': 0.68, 'joy': 0.14, 'expect': 0.02, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
与众不同  ,  11  ,  {'love': 0.62, 'joy': 0.05, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
契合  ,  4  ,  {'love': 0.48, 'joy': 0.35, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
纷乱  ,  4  ,  {'anxiety': 0.3, 'hate': 0.17, 'anger': 0.13, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
战争  ,  20  ,  {'hate': 0.3, 'anxiety': 0.2, 'sorrow': 0.11, 'anger': 0.09, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0}
圣火  ,  14  ,  {'love': 0.68, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
仇恨  ,  7  ,  {'hate': 0.76, 'anger': 0.07, 'anxiety': 0.04, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
偏见  ,  6  ,  {'hate': 0.6, 'anger': 0.18, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
盛事  ,  2  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
追求  ,  132  ,  {'expect': 0.39, 'love': 0.35, 'joy': 0.13, 'hate': 0.04, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0}
希特勒  ,  1  ,  {'hate': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
纳粹  ,  1  ,  {'hate': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
冷战  ,  3  ,  {'anger': 0.27, 'anxiety': 0.23, 'hate': 0.23, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
牺牲品  ,  5  ,  {'sorrow': 0.68, 'anxiety': 0.16, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
不堪  ,  7  ,  {'anxiety': 0.32, 'sorrow': 0.29, 'hate': 0.09, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
礼遇  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
大公无私  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
窃取  ,  2  ,  {'hate': 0.55, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
义愤  ,  5  ,  {'anger': 0.58, 'hate': 0.36, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
解救  ,  4  ,  {'expect': 0.35, 'joy': 0.3, 'love': 0.05, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
困于  ,  1  ,  {'sorrow': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
忍受  ,  35  ,  {'anxiety': 0.45, 'hate': 0.12, 'sorrow': 0.11, 'love': 0.07, 'anger': 0.02, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0}
剧痛  ,  4  ,  {'sorrow': 0.55, 'anxiety': 0.2, 'hate': 0.1, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
纯洁  ,  35  ,  {'love': 0.69, 'joy': 0.07, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
浩大  ,  3  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
攻击  ,  12  ,  {'hate': 0.38, 'anger': 0.19, 'anxiety': 0.1, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
贪婪  ,  20  ,  {'hate': 0.68, 'anger': 0.27, 'anxiety': 0.08, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
压制  ,  2  ,  {'hate': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
荣耀  ,  13  ,  {'love': 0.74, 'joy': 0.19, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
急切  ,  10  ,  {'anxiety': 0.62, 'love': 0.07, 'expect': 0.06, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
促进  ,  19  ,  {'expect': 0.4, 'love': 0.12, 'joy': 0.12, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
使命  ,  6  ,  {'love': 0.33, 'expect': 0.17, 'anxiety': 0.05, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
增进  ,  5  ,  {'love': 0.34, 'joy': 0.24, 'expect': 0.18, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
光明  ,  30  ,  {'love': 0.57, 'joy': 0.06, 'expect': 0.02, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
